"","gene","wild","dom","wild.higher"
"1","gene-LOC108805294",1.12857288971224,28.3036154916746,FALSE
"2","gene-LOC108805611",124.227510947258,41.3849369706944,TRUE
"3","gene-LOC108805960",309.052073077556,18.4750999573182,TRUE
"4","gene-LOC108806144",134.238112600267,77.783125545192,TRUE
"5","gene-LOC108806217",107.708149546106,11.1156328588479,TRUE
"6","gene-LOC108806258",24.4589414539213,38.7442322897434,FALSE
"7","gene-LOC108806447",124.911229773291,1.32259821128508,TRUE
"8","gene-LOC108806948",81.0443575033394,28.8365831494488,TRUE
"9","gene-LOC108807298",29.5799159183392,3.02933383832916,TRUE
"10","gene-LOC108808175",37.5843190054817,10.092652042498,TRUE
"11","gene-LOC108808200",0.385042556321389,41.1693521254406,FALSE
"12","gene-LOC108808637",8.62853835338656,4.02888993729558,TRUE
"13","gene-LOC108811351",2.99725669365187,5856.30775331672,FALSE
"14","gene-LOC108812604",12.9785111185444,4.56671046586445,TRUE
"15","gene-LOC108813458",38.5956178060023,16.2831827713985,TRUE
"16","gene-LOC108813519",383.798006339676,94.6397438537871,TRUE
"17","gene-LOC108813882",313.008372506023,8.49715661490959,TRUE
"18","gene-LOC108814367",140.740438711861,84.940236388731,TRUE
"19","gene-LOC108814529",39.803521542585,9.84865272801295,TRUE
"20","gene-LOC108814581",133.197676753205,55.5317703727742,TRUE
"21","gene-LOC108814614",18.9135692443139,33.4448388994025,FALSE
"22","gene-LOC108815959",36.2453161057482,21.9216866931932,TRUE
"23","gene-LOC108817189",25.2231461565712,12.1499292575747,TRUE
"24","gene-LOC108817278",18.8836591092373,0.380905235087533,TRUE
"25","gene-LOC108817339",30.9618522903036,31.8907108853751,FALSE
"26","gene-LOC108817943",23.1864945479497,63.654950731281,FALSE
"27","gene-LOC108818139",21.9773215425307,2.25067746253968,TRUE
"28","gene-LOC108818358",71.274112669748,38.924364163805,TRUE
"29","gene-LOC108818519",11.4469535956527,10.4301062099092,TRUE
"30","gene-LOC108820042",0.302817977667882,19.7723735154571,FALSE
"31","gene-LOC108821237",14.2765648023706,20.1691091697793,FALSE
"32","gene-LOC108821895",165.915861911668,15.7041571118786,TRUE
"33","gene-LOC108822019",49.6673633559067,15.0930981273049,TRUE
"34","gene-LOC108822178",15.288261954475,4.12019741301571,TRUE
"35","gene-LOC108822574",163.522713845074,240.651477999647,FALSE
"36","gene-LOC108822630",208.217275114168,10.6842860894421,TRUE
"37","gene-LOC108822990",426.61387254685,2.07237156039663,TRUE
"38","gene-LOC108823402",131.53355573657,20.2332227737731,TRUE
"39","gene-LOC108824132",15.5157196765918,57.3353401392317,FALSE
"40","gene-LOC108824272",6.53727738859561,11.9466086478251,FALSE
"41","gene-LOC108825524",68.665068368595,26.4158035748917,TRUE
"42","gene-LOC108825567",6.12724900394384,1.76258033989407,TRUE
"43","gene-LOC108825609",11.8065494064079,3.37790646160193,TRUE
"44","gene-LOC108825929",24.9155298192818,20.0646944396901,TRUE
"45","gene-LOC108826896",98.5140036050213,1.50216639551877,TRUE
"46","gene-LOC108827276",26.3834883658234,11.6920956157297,TRUE
"47","gene-LOC108827547",7.58281854391411,18.1831957833139,FALSE
"48","gene-LOC108827710",59.5007828457698,124.897674919994,FALSE
"49","gene-LOC108827923",89.3226157222711,44.1788530114691,TRUE
"50","gene-LOC108828245",366.129871964394,3.1434946091569,TRUE
"51","gene-LOC108828361",159.82524086312,77.555450452484,TRUE
"52","gene-LOC108828850",22.7445038018849,0.477751209358228,TRUE
"53","gene-LOC108833251",24.6762250942827,3.36717687788808,TRUE
"54","gene-LOC108833329",0.429182032967675,445.450504352225,FALSE
"55","gene-LOC108834736",0.137528257674207,5.98861155521814,FALSE
"56","gene-LOC108836256",42.8989370523802,12.5536834042728,TRUE
"57","gene-LOC108836279",0.958088930537412,21.6659750318034,FALSE
"58","gene-LOC108837045",55.9165455372404,45.6043744186006,TRUE
"59","gene-LOC108837645",15.5610311735226,10.1747674936811,TRUE
"60","gene-LOC108838292",33.6352585206415,23.2577127048408,TRUE
"61","gene-LOC108840437",13.6035814714793,20.7972128141828,FALSE
"62","gene-LOC108840578",280.921635117679,213.322674096749,TRUE
"63","gene-LOC108840883",21.6332873633903,15.840707822325,TRUE
"64","gene-LOC108841603",56.3499930662648,7.89133680344334,TRUE
"65","gene-LOC108843375",1.59681488422902,19.042438657234,FALSE
"66","gene-LOC108843618",63.6422118949257,63.0369031233934,TRUE
"67","gene-LOC108844010",2.0629238651131,50.2093658975462,FALSE
"68","gene-LOC108844378",328.857727772671,50.1251668279006,TRUE
"69","gene-LOC108844681",9.58437518165634,5.83923135935413,TRUE
"70","gene-LOC108844841",11.5908284339826,0.429505412801515,TRUE
"71","gene-LOC108845962",33.704062760172,49.3467066859671,FALSE
"72","gene-LOC108847719",38.3262043206638,19.7912512549163,TRUE
"73","gene-LOC108847900",65.3200655217885,41.2899901682851,TRUE
"74","gene-LOC108849227",4039.29984884421,1042.64948053905,TRUE
"75","gene-LOC108849245",13994.2179684433,1676.05218921265,TRUE
"76","gene-LOC108850330",0.165873103173183,6.36714365589761,FALSE
"77","gene-LOC108850651",11.53968529947,6.83706714334978,TRUE
"78","gene-LOC108852867",5.97842910307794,9.51823727502257,FALSE
"79","gene-LOC108852873",1.15670113381741,11.7561505141071,FALSE
"80","gene-LOC108853986",4.27859911791996,5.14570508622908,FALSE
"81","gene-LOC108854128",6095.04526864411,162.326148575738,TRUE
"82","gene-LOC108854880",2.25411568217147,71.1460966555679,FALSE
"83","gene-LOC108854912",190.918105636779,4.5924968757034,TRUE
"84","gene-LOC108855878",142.437685330533,2.67625024958858,TRUE
"85","gene-LOC108856224",20.0284948718248,16.604897510564,TRUE
"86","gene-LOC108857828",76.9215556016079,57.9244957451389,TRUE
"87","gene-LOC108857979",179.243812532237,9.9517342583513,TRUE
"88","gene-LOC108860608",0.92241341454516,10.436942309732,FALSE
"89","gene-LOC108861167",396.778021456137,3.21738670517437,TRUE
"90","gene-LOC108861382",4.79044465268706,31.6662054938422,FALSE
"91","gene-LOC108861552",41.9322270530992,6.9109632614168,TRUE
"92","gene-LOC108862531",3146.12529373775,63.4286995983119,TRUE
"93","gene-LOC108863352",81.7203685067736,18.3391982761077,TRUE
"94","gene-LOC108863385",50.2596054474732,26.6850423240217,TRUE
